ProjectIdentifier,staSeq,locationName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityTime,ActivityTimeZoneCodetimezone,ActivityRelativeDepthName,ActivityTopDepthMeasureValue,ActivityTopDepthMeasureUnitCode,ActivityBottomDepthMeasureValue,ActivityBottomDepthMeasureUnitCode,SampleCollectionMethodIdentifier,SampleCollectionEquipmentName,SampleCollectionEquipmentCommentText,ActivityConductingOrganizationText,ActivityCommentText,LaboratoryName,ActivityYlat,ActivityXlong,ActivityhorizCollectMethod,ActivityhorizRefDatum,LabAccession,CharacteristicName,MethodSpeciationName,ResultDetectionConditionText,ResultMeasureValue,ResultMeasureUnitCode,ResultValueTypeName,ResultSampleFractionText,ResultStatusIdentifier,ResultAnalyticalMethodIdentifier,ResultAnalyticalMethodContext,AnalysisStartDate,DetectionQuantitationTypeName,DetectionQuantitationLimitMeasureValue,DetectionLimitMeasureUnitCode,ResultComment,rstLastUpdateDate,actLastUpdateDate
lakesABM,18947,"Lake Waramaug",18947-SR-20160526-134500-CHEM-12.0m,Sample-Routine,Water,"Surface Water",2016-05-26,13:45:00,EDT,"Near Bottom",12.00,m,12.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"WAR-1D Sample at Depth 12M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160170-009,Chloride,None,NULL,25.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18947,"Lake Waramaug",18947-SR-20160726-112000-CHEM-5.0m,Sample-Routine,Water,"Surface Water",2016-07-26,11:20:00,EDT,Midwater,5.00,m,5.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"WAR-1C Sample at Depth 5M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160247-007,Chloride,None,NULL,26.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-29,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18948,"Stillwater Pond",18948-SR-20160505-115000-CHEM-7.0m,Sample-Routine,Water,"Surface Water",2016-05-05,11:50:00,EDT,"Near Bottom",7.00,m,7.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"STI-1D Sample at Depth 7M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-015,Chloride,None,NULL,21.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18949,"Park Pond (Winchester)",18949-SR-20160504-124000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-05-04,12:40:00,EDT,Midwater,2.00,m,2.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"PAR-1C Sample at Depth 2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-011,Chloride,None,NULL,12.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18949,"Park Pond (Winchester)",18949-SR-20160718-135500-CHEM-3.0m,Sample-Routine,Water,"Surface Water",2016-07-18,13:55:00,EDT,Midwater,3.00,m,3.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"PAR-1C Sample at Depth 3M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160237-005,Chloride,None,NULL,13,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18949,"Park Pond (Winchester)",18949-SR-20160718-140500-CHEM-4.5m,Sample-Routine,Water,"Surface Water",2016-07-18,14:05:00,EDT,"Near Bottom",4.50,m,4.50,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"PAR-1D Sample at Depth 4.5M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160237-006,Chloride,None,NULL,13,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18950,"Bantam Lake (Litchfield/Morris)",18950-SR-20160505-133500-CHEM-3.5m,Sample-Routine,Water,"Surface Water",2016-05-05,13:35:00,EDT,Midwater,3.50,m,3.50,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"BAN-1C Sample at Depth 3.5M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-017,Chloride,None,NULL,31.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18950,"Bantam Lake (Litchfield/Morris)",18950-SR-20160707-131200-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-07-07,13:12:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"BAN-1AB Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160214-001,Chloride,None,NULL,31.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-21,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18950,"Bantam Lake (Litchfield/Morris)",18950-SR-20160816-105000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-08-16,10:50:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"BAN-1AB Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160304-001,Chloride,None,NULL,30.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-25,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18950,"Bantam Lake (Litchfield/Morris)",18950-SR-20160816-105500-CHEM-4.0m,Sample-Routine,Water,"Surface Water",2016-08-16,10:55:00,EDT,Surface,4.00,m,4.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"BAN-1C Sample at Depth 4M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160304-002,Chloride,None,NULL,31.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-25,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18950,"Bantam Lake (Litchfield/Morris)",18950-SR-20160816-110000-CHEM-7.0m,Sample-Routine,Water,"Surface Water",2016-08-16,11:00:00,EDT,"Near Bottom",7.00,m,7.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"BAN-1D Sample at Depth 7M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160304-003,Chloride,None,NULL,29.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-25,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18950,"Bantam Lake (Litchfield/Morris)",18950-SR-20220901-1100-CHEM-6m,Sample-Routine,Water,"Surface Water",2022-09-01,11:00:00,EDT,"Near Bottom",6.00,m,6.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Sampler",ctdeepWplrAbm,BAN-1D,CESE,41.694510,-73.220670,GPS-Unspecified,WGS84,220289-011,Chloride,None,NULL,34.7,ppm,Actual,Total,Final,300.0,USEPA,2022-09-30,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:41:15","2022-12-22 10:09:28"
lakesABM,18953,"Lake Terramuggus (Marlborough)",18953-SR-20160509-114000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-05-09,11:40:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"TERR-1AB Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-019,Chloride,None,NULL,80.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18953,"Lake Terramuggus (Marlborough)",18953-SR-20160509-115000-CHEM-7.0m,Sample-Routine,Water,"Surface Water",2016-05-09,11:50:00,EDT,Midwater,7.00,m,7.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"TERR-1C Sample at Depth 7M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-020,Chloride,None,NULL,80.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,18954,"Red Cedar Lake (Lebanon)",18954-SR-20160511-100500-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-05-11,10:05:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"RED-1AB Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160124-022,Chloride,None,NULL,7.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-05-19,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,18971,"Converse Pond Brook",18971-SR-20160608-133500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-08,13:35:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160167-008,Chloride,None,NULL,36,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-14,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,18983,"Pocotopaug Creek",18983-SR-20190628-125700-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2019-06-28,12:57:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,190216-006,Chloride,None,NULL,125.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2019-07-11,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,19016,"Trout Brook",19016-SR-20160603-091400-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-03,09:14:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160167-003,Chloride,None,NULL,92.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-14,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,19016,"Trout Brook",19016-SR-20161013-133900-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-13,13:39:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160372-036,Chloride,None,NULL,53.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,19016,"Trout Brook",19016-SR-20180611-093000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2018-06-11,09:30:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180135-015,Chloride,None,NULL,91,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,19017,"Todd Hollow Brook",19017-SR-20160622-135500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-22,13:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160195-012,Chloride,None,NULL,46.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,19017,"Todd Hollow Brook",19017-SR-20161013-110000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-13,11:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160372-034,Chloride,None,NULL,40.7,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,19018,"Long Meadow Pond Brook",19018-SR-20160720-094000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-07-20,09:40:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160239-007,Chloride,None,NULL,58.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-28,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,19018,"Long Meadow Pond Brook",19018-SR-20180612-140000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2018-06-12,14:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180135-022,Chloride,None,NULL,58.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,19019,"Wachocastinook Creek",19019-QCFR-20161007-121500-CHEM-0.5m,"Quality Control Sample-Field Replicate",Water,"Surface Water",2016-10-07,12:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160372-020,Chloride,None,NULL,1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-27,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,19022,"Comstock Brook",19022-SR-20220706-120000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2022-07-06,12:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,"Dry upstream and puddles below",CESE,NULL,NULL,NULL,NULL,220167-012,Chloride,None,NULL,50.8,ppm,Actual,Total,Final,300.0,USEPA,2022-09-07,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-11-05 08:23:49","2022-09-19 17:44:27"
macroInvertABM,19022,"Comstock Brook",19022-SR-20221011-1137-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2022-10-11,11:37:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,22-B-015,CESE,41.204447,-73.447964,GPS-Unspecified,WGS84,220336-018,Chloride,None,NULL,53.2,ppm,Actual,Total,Final,300.0,USEPA,2022-10-26,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:53:11","2022-12-16 08:49:38"
miscABM,19024,"Crystal Lake Brook",19024-SR-20160609-085500-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-09,08:55:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160167-009,Chloride,None,NULL,42,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-14,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
miscABM,19025,"Menunketesuck River",19025-SR-20160623-104000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-06-23,10:40:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160195-014,Chloride,None,NULL,26.2,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-07-07,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,19026,"Horseneck Brook",19026-SR-20160928-104200-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-09-28,10:42:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160366-011,Chloride,None,NULL,92.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-10-06,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,19026,"Horseneck Brook",19026-SR-20180604-110000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2018-06-04,11:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,180135-002,Chloride,None,NULL,95.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-07-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,19028,"West Side Pond",19028-SR-20160516-124500-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-05-16,12:45:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"WSP-1AB Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160138-001,Chloride,None,NULL,21.3,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-02,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,19031,"Lake Waramaug",19031-SR-20160526-125500-CHEM-8.0m,Sample-Routine,Water,"Surface Water",2016-05-26,12:55:00,EDT,"Near Bottom",8.00,m,8.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"WAR-3D Sample at Depth 8M, CHEM to CESE. NOTE: field sheets labeled as WAR-2, but this is a new station WAR-3. WT",CESE,NULL,NULL,NULL,NULL,160170-006,Chloride,None,NULL,20.8,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-06-15,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,19040,"Bissell Brook",19040-SR-20220615-140000-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2022-06-15,14:00:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,"Lots of sediment erosion.  Ran into Aquarion maintainer and he noted that they contacted the town and the State about the issue.  He noted lots of sediment flowing into the Farmington River.  A sad 4 for flow.  Low flow but connected.",CESE,NULL,NULL,NULL,NULL,220133-009,Chloride,None,NULL,124.4,ppm,Actual,Total,Final,300.0,USEPA,2022-09-02,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-10-30 11:23:50","2022-09-19 17:44:27"
lakesABM,19095,"Lake Quassapaug (Middlebury)",19095-SR-20160801-095000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2016-08-01,09:50:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"QUS-2AB Integrated Sample 0-2M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160269-001,Chloride,None,NULL,15.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,19095,"Lake Quassapaug (Middlebury)",19095-SR-20160801-102000-CHEM-10.5m,Sample-Routine,Water,"Surface Water",2016-08-01,10:20:00,EDT,"Near Bottom",10.50,m,10.50,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"QUS-2D Sample at Depth 10.5M, CHEM to CESE. WT",CESE,NULL,NULL,NULL,NULL,160269-003,Chloride,None,NULL,14.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-09,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,19120,"Bullet Hill Brook",19120-SR-20160811-121000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-08-11,12:10:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160303-004,Chloride,None,NULL,108.1,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-08-25,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
macroInvertABM,19120,"Bullet Hill Brook",19120-SR-20161031-100000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2016-10-31,10:00:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,160399-018,Chloride,None,NULL,101.6,ppm,Actual,Total,Preliminary,300.0,USEPA,2016-11-10,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,19163,"Morgan Brook",19163-SR-20220804-101400-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2022-08-04,10:14:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle",NULL,ctdeepWplrAbm,"Associated with fish sample 2022007",CESE,NULL,NULL,NULL,NULL,220225-004,Chloride,None,NULL,48.6,ppm,Actual,Total,Final,300.0,USEPA,2022-09-15,"Method Detection Level",0.2,ppm,NULL,"2023-11-05 08:23:49","2023-01-04 12:59:27"
macroInvertABM,19163,"Morgan Brook",19163-SR-20221017-1215-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2022-10-17,12:15:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,22-B-036,CESE,41.902851,-72.995379,GPS-Unspecified,WGS84,220335-018,Chloride,None,NULL,13.9,ppm,Actual,Total,Final,300.0,USEPA,2022-10-26,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:53:11","2022-12-16 08:49:38"
fishABM,19215,"East Branch Eightmile River, Unnamed tributary to ("Ransom Brook")",19215-SR-20170818-101000-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-08-18,10:10:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170229-004,Chloride,None,NULL,3.9,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-31,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
fishABM,19218,"Thompson Brook",19218-SR-20170721-140400-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2017-07-21,14:04:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,170179-005,Chloride,None,NULL,86.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-08-04,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
benthicAlgABM,19249,"Lake Hayward Brook",19249-SR-20220713-130200-CHEM-0.1m,Sample-Routine,Water,"Surface Water",2022-07-13,13:02:00,EDT,Surface,0.10,m,0.10,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,NULL,CESE,NULL,NULL,NULL,NULL,220213-003,Chloride,None,NULL,23.1,ppm,Actual,Total,Final,300.0,USEPA,2022-09-07,"Method Detection Level",0.2,ppm,"* Result analyzed outside holding time due to equipment supply chain delay. ","2023-11-05 08:23:49","2022-09-19 17:44:27"
macroInvertABM,19249,"Lake Hayward Brook",19249-SR-20221013-1025-CHEM-0.5m,Sample-Routine,Water,"Surface Water",2022-10-13,10:25:00,EDT,Surface,0.50,m,0.50,m,grabSampleSurfaceChemistry,"Water Bottle","Plastic Bottle",ctdeepWplrAbm,22-B-026,CESE,41.497476,-72.325267,GPS-Unspecified,WGS84,220335-008,Chloride,None,NULL,24.3,ppm,Actual,Total,Final,300.0,USEPA,2022-10-26,"Method Detection Level",0.2,ppm,NULL,"2023-12-07 14:53:11","2022-12-16 08:49:38"
lakesNLA,19304,"Billings Lake",19304-SR-20170712-100000-CHEM-2.0m,Sample-Routine,Water,"Surface Water",2017-07-12,10:00:00,EDT,Surface,2.00,m,2.00,m,grabSampleSurfaceChemistry,"Water Bottle","Vinyl Tube",ctdeepWplrAbm,"BL-1AB Integrated Sample 0-2M, CHEM to CESE. CC",CESE,NULL,NULL,NULL,NULL,170153-003,Chloride,None,NULL,4.4,ppm,Actual,Total,Preliminary,300.0,USEPA,2017-07-21,"Method Detection Level",0.2,ppm,NULL,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,19304,"Billings Lake",19304-SR-20180724-130500-CHEM-5.0m,Sample-Routine,Water,"Surface Water",2018-07-24,13:05:00,EDT,Midwater,5.00,m,5.00,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"BL-1C, Sample at Depth 5m",CESE,NULL,NULL,NULL,NULL,180249-005,Chloride,None,NULL,4.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-22,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
lakesABM,19304,"Billings Lake",19304-SR-20180724-131200-CHEM-8.5m,Sample-Routine,Water,"Surface Water",2018-07-24,13:12:00,EDT,"Near Bottom",8.50,m,8.50,m,grabSampleDiscreteChemistry,"Water Bottle","Van Dorn Bottle",ctdeepWplrAbm,"BL-1D, Sample at Depth 8.5m",CESE,NULL,NULL,NULL,NULL,180249-006,Chloride,None,NULL,4.5,ppm,Actual,Total,Preliminary,300.0,USEPA,2018-08-22,"Method Detection Level",0.2,ppm,Chloride,"2023-09-29 17:08:56","2023-09-29 15:27:15"
